,edition,name,athlete_id,medal,year,season,sex,country,country_appearances
31354,2000 Summer Olympics,Nancy Napolski-Johnson,44582,Gold,2000,Summer,Female, United States,332
31359,2000 Summer Olympics,Emily deRiel,89301,Silver,2000,Summer,Female, United States,332
31364,2000 Summer Olympics,Sara Whalen,701344,Silver,2000,Summer,Female, United States,332
31370,2000 Summer Olympics,Christine Collins,92714,Bronze,2000,Summer,Female, United States,332
31371,2000 Summer Olympics,Sarah Garner,92717,Bronze,2000,Summer,Female, United States,332
31372,2000 Summer Olympics,Pease Glaser,92982,Silver,2000,Summer,Female, United States,332
31375,2000 Summer Olympics,Cheryl Haworth,94989,Bronze,2000,Summer,Female, United States,332
31378,2000 Summer Olympics,Brenda Villa,94900,Silver,2000,Summer,Female, United States,332
31379,2000 Summer Olympics,Coralie Simmons,94898,Silver,2000,Summer,Female, United States,332
31380,2000 Summer Olympics,Courtney Johnson,94890,Silver,2000,Summer,Female, United States,332
31381,2000 Summer Olympics,Ericka Lorenz,94891,Silver,2000,Summer,Female, United States,332
31382,2000 Summer Olympics,Mo O'Toole,94893,Silver,2000,Summer,Female, United States,332
31383,2000 Summer Olympics,Bernice Orwig,94894,Silver,2000,Summer,Female, United States,332
31384,2000 Summer Olympics,Nicolle Payne,94895,Silver,2000,Summer,Female, United States,332
31385,2000 Summer Olympics,Heather Petri,94896,Silver,2000,Summer,Female, United States,332
31386,2000 Summer Olympics,Kathy Sheehy,94897,Silver,2000,Summer,Female, United States,332
31387,2000 Summer Olympics,Heather Moody,94892,Silver,2000,Summer,Female, United States,332
31392,2000 Summer Olympics,Laura Berg,1352,Gold,2000,Summer,Female, United States,332
31393,2000 Summer Olympics,Lisa Fernandez,1372,Gold,2000,Summer,Female, United States,332
31394,2000 Summer Olympics,Lori Harrigan,1382,Gold,2000,Summer,Female, United States,332
31395,2000 Summer Olympics,Dot Richardson,1426,Gold,2000,Summer,Female, United States,332
31396,2000 Summer Olympics,Christa Williams,1459,Gold,2000,Summer,Female, United States,332
31397,2000 Summer Olympics,Kim Rhode,44586,Bronze,2000,Summer,Female, United States,332
31402,2000 Summer Olympics,Amy Van Dyken,51223,Gold,2000,Summer,Female, United States,332
31404,2000 Summer Olympics,Briana Scurry,27685,Silver,2000,Summer,Female, United States,332
31405,2000 Summer Olympics,Cindy Parlow,27683,Silver,2000,Summer,Female, United States,332
31406,2000 Summer Olympics,Carla Overbeck,27682,Silver,2000,Summer,Female, United States,332
31407,2000 Summer Olympics,Brandi Chastain,27674,Silver,2000,Summer,Female, United States,332
31408,2000 Summer Olympics,Shannon MacMillan,27680,Silver,2000,Summer,Female, United States,332
31409,2000 Summer Olympics,Mia Hamm,27678,Silver,2000,Summer,Female, United States,332
31410,2000 Summer Olympics,Julie Foudy,27676,Silver,2000,Summer,Female, United States,332
31411,2000 Summer Olympics,Kristine Lilly,27679,Silver,2000,Summer,Female, United States,332
31412,2000 Summer Olympics,Joy Fawcett,27675,Silver,2000,Summer,Female, United States,332
31413,2000 Summer Olympics,Tiffeny Milbrett,27681,Silver,2000,Summer,Female, United States,332
31417,2000 Summer Olympics,Karen Kraft,40478,Bronze,2000,Summer,Female, United States,332
31424,2000 Summer Olympics,Sheryl Swoopes,5508,Gold,2000,Summer,Female, United States,332
31425,2000 Summer Olympics,Lisa Leslie,5336,Gold,2000,Summer,Female, United States,332
31426,2000 Summer Olympics,Dawn Staley,5493,Gold,2000,Summer,Female, United States,332
31427,2000 Summer Olympics,Nikki McCray,5365,Gold,2000,Summer,Female, United States,332
31433,2000 Summer Olympics,Cristina Teuscher,51215,Bronze,2000,Summer,Female, United States,332
31436,2000 Summer Olympics,Katie Smith,90093,Gold,2000,Summer,Female, United States,332
31437,2000 Summer Olympics,Natalie Williams,90094,Gold,2000,Summer,Female, United States,332
31438,2000 Summer Olympics,Kara Wolters,90095,Gold,2000,Summer,Female, United States,332
31439,2000 Summer Olympics,Chamique Holdsclaw,2303112,Gold,2000,Summer,Female, United States,332
31448,2000 Summer Olympics,DeLisha Milton-Jones,90092,Gold,2000,Summer,Female, United States,332
31449,2000 Summer Olympics,Yolanda Griffith,90091,Gold,2000,Summer,Female, United States,332
31450,2000 Summer Olympics,Ruthie Bolton-Holifield,5152,Gold,2000,Summer,Female, United States,332
31453,2000 Summer Olympics,Amy Van Dyken,51223,Gold,2000,Summer,Female, United States,332
31458,2000 Summer Olympics,Tasha Schwikert-Warren,91595,Bronze,2000,Summer,Female, United States,332
31462,2000 Summer Olympics,Jamie Dantzscher,91589,Bronze,2000,Summer,Female, United States,332
31474,2000 Summer Olympics,Kristen Maloney,91592,Bronze,2000,Summer,Female, United States,332
31475,2000 Summer Olympics,Brooke Bennett,50965,Gold,2000,Summer,Female, United States,332
31476,2000 Summer Olympics,Brooke Bennett,50965,Gold,2000,Summer,Female, United States,332
31478,2000 Summer Olympics,Amanda Beard,50962,Bronze,2000,Summer,Female, United States,332
31480,2000 Summer Olympics,Monica Seles,2738,Bronze,2000,Summer,Female, United States,332
31484,2000 Summer Olympics,Elise Ray,91594,Bronze,2000,Summer,Female, United States,332
31494,2000 Summer Olympics,Melissa Morrison,89152,Bronze,2000,Summer,Female, United States,332
31497,2000 Summer Olympics,Passion Richardson,89161,Bronze,2000,Summer,Female, United States,332
31498,2000 Summer Olympics,Andrea Anderson,89099,Gold,2000,Summer,Female, United States,332
31501,2000 Summer Olympics,Stacy Dragila,89121,Gold,2000,Summer,Female, United States,332
31514,2000 Summer Olympics,Torri Edwards,89124,Bronze,2000,Summer,Female, United States,332
31516,2000 Summer Olympics,Nanceen Perry,89157,Bronze,2000,Summer,Female, United States,332
31518,2000 Summer Olympics,LaTasha Colander-Richardson,89110,Gold,2000,Summer,Female, United States,332
31521,2000 Summer Olympics,Monique Hennagan,89135,Gold,2000,Summer,Female, United States,332
31524,2000 Summer Olympics,Jearl Miles-Clark,77916,Gold,2000,Summer,Female, United States,332
31553,2000 Summer Olympics,Svetlana Khorkina,29050,Silver,2000,Summer,Female, Russian Federation,239
31554,2000 Summer Olympics,Svetlana Khorkina,29050,Silver,2000,Summer,Female, Russian Federation,239
31556,2000 Summer Olympics,Svetlana Khorkina,29050,Gold,2000,Summer,Female, Russian Federation,239
31557,2000 Summer Olympics,Svetlana Goncharenko,75406,Bronze,2000,Summer,Female, Russian Federation,239
31558,2000 Summer Olympics,Olga Kotlyarova,75364,Bronze,2000,Summer,Female, Russian Federation,239
31563,2000 Summer Olympics,Yelena Azarova,50020,Gold,2000,Summer,Female, Russian Federation,239
31564,2000 Summer Olympics,Olga Brusnikina,50021,Gold,2000,Summer,Female, Russian Federation,239
31565,2000 Summer Olympics,Olga Brusnikina,50021,Gold,2000,Summer,Female, Russian Federation,239
31566,2000 Summer Olympics,Mariya Kiselyova,50025,Gold,2000,Summer,Female, Russian Federation,239
31567,2000 Summer Olympics,Mariya Kiselyova,50025,Gold,2000,Summer,Female, Russian Federation,239
31568,2000 Summer Olympics,Olga Novokshchenova,50036,Gold,2000,Summer,Female, Russian Federation,239
31574,2000 Summer Olympics,Anna Chepeleva,91558,Silver,2000,Summer,Female, Russian Federation,239
31577,2000 Summer Olympics,Yelena Soya,93916,Gold,2000,Summer,Female, Russian Federation,239
31578,2000 Summer Olympics,Yuliya Vasilyeva,93917,Gold,2000,Summer,Female, Russian Federation,239
31580,2000 Summer Olympics,Olga Vasyukova,93918,Gold,2000,Summer,Female, Russian Federation,239
31587,2000 Summer Olympics,Irina Pershina,119994,Gold,2000,Summer,Female, Russian Federation,239
31589,2000 Summer Olympics,Anastasiya Kolesnikova,91555,Silver,2000,Summer,Female, Russian Federation,239
31591,2000 Summer Olympics,Yekaterina Lobaznyuk,91556,Bronze,2000,Summer,Female, Russian Federation,239
31593,2000 Summer Olympics,Yekaterina Lobaznyuk,91556,Silver,2000,Summer,Female, Russian Federation,239
31595,2000 Summer Olympics,Yelena Zamolodchikova,91559,Silver,2000,Summer,Female, Russian Federation,239
31596,2000 Summer Olympics,Yelena Zamolodchikova,91559,Gold,2000,Summer,Female, Russian Federation,239
31597,2000 Summer Olympics,Yelena Zamolodchikova,91559,Gold,2000,Summer,Female, Russian Federation,239
31601,2000 Summer Olympics,Yelena Produnova,91557,Silver,2000,Summer,Female, Russian Federation,239
31605,2000 Summer Olympics,Yelena Produnova,91557,Bronze,2000,Summer,Female, Russian Federation,239
31606,2000 Summer Olympics,Nataliya Nazarova,88477,Bronze,2000,Summer,Female, Russian Federation,239
31613,2000 Summer Olympics,Tatyana Kotova,88466,Bronze,2000,Summer,Female, Russian Federation,239
31614,2000 Summer Olympics,Tatyana Lebedeva,88471,Silver,2000,Summer,Female, Russian Federation,239
31619,2000 Summer Olympics,Olga Kuzenkova,88468,Silver,2000,Summer,Female, Russian Federation,239
31622,2000 Summer Olympics,Larisa Peleshenko,88479,Silver,2000,Summer,Female, Russian Federation,239
31624,2000 Summer Olympics,Yelena Yelesina,88930,Gold,2000,Summer,Female, Russian Federation,239
31637,2000 Summer Olympics,Yuliya Sotnikova,88923,Bronze,2000,Summer,Female, Russian Federation,239
31638,2000 Summer Olympics,Olesya Zykina,88933,Bronze,2000,Summer,Female, Russian Federation,239
31641,2000 Summer Olympics,Yekaterina Lobaznyuk,91556,Silver,2000,Summer,Female, Russian Federation,239
31646,2000 Summer Olympics,Oksana Grishina,13121,Silver,2000,Summer,Female, Russian Federation,239
31667,2000 Summer Olympics,Lena Godina,52970,Silver,2000,Summer,Female, Russian Federation,239
31668,2000 Summer Olympics,Yelizaveta Tishchenko,52978,Silver,2000,Summer,Female, Russian Federation,239
31669,2000 Summer Olympics,Tatyana Gracheva,52971,Silver,2000,Summer,Female, Russian Federation,239
31672,2000 Summer Olympics,Larisa Merk,39649,Bronze,2000,Summer,Female, Russian Federation,239
31673,2000 Summer Olympics,Irina Fedotova,39647,Bronze,2000,Summer,Female, Russian Federation,239
31677,2000 Summer Olympics,Mariya Mazina,20923,Gold,2000,Summer,Female, Russian Federation,239
31679,2000 Summer Olympics,Karina Aznavuryan,20920,Gold,2000,Summer,Female, Russian Federation,239
31682,2000 Summer Olympics,Oksana Dorodnova,39646,Bronze,2000,Summer,Female, Russian Federation,239
31686,2000 Summer Olympics,Sofya Konukh,94687,Bronze,2000,Summer,Female, Russian Federation,239
31687,2000 Summer Olympics,Svetlana Kuzina,94690,Bronze,2000,Summer,Female, Russian Federation,239
31688,2000 Summer Olympics,Tatyana Petrova,94692,Bronze,2000,Summer,Female, Russian Federation,239
31689,2000 Summer Olympics,Yekaterina Anikeyeva,94686,Bronze,2000,Summer,Female, Russian Federation,239
31690,2000 Summer Olympics,Yekaterina Vasilyeva,94887,Bronze,2000,Summer,Female, Russian Federation,239
31691,2000 Summer Olympics,Yelena Smurova,94694,Bronze,2000,Summer,Female, Russian Federation,239
31692,2000 Summer Olympics,Nataliya Kutuzova,94689,Bronze,2000,Summer,Female, Russian Federation,239
31693,2000 Summer Olympics,Yelena Tokun,94695,Bronze,2000,Summer,Female, Russian Federation,239
31694,2000 Summer Olympics,Valentina Popova,94766,Silver,2000,Summer,Female, Russian Federation,239
31697,2000 Summer Olympics,Yuliya Petrova,94691,Bronze,2000,Summer,Female, Russian Federation,239
31698,2000 Summer Olympics,Marina Akobiya,94685,Bronze,2000,Summer,Female, Russian Federation,239
31699,2000 Summer Olympics,Mariya Korolyova,94688,Bronze,2000,Summer,Female, Russian Federation,239
31700,2000 Summer Olympics,Yelena Vasilevskaya,94583,Silver,2000,Summer,Female, Russian Federation,239
31705,2000 Summer Olympics,Yelena Dementyeva,94255,Silver,2000,Summer,Female, Russian Federation,239
31708,2000 Summer Olympics,Irina Karavayeva,91568,Gold,2000,Summer,Female, Russian Federation,239
31710,2000 Summer Olympics,Anastasiya Belikova,94578,Silver,2000,Summer,Female, Russian Federation,239
31711,2000 Summer Olympics,Inessa Sargsyan,94582,Silver,2000,Summer,Female, Russian Federation,239
31712,2000 Summer Olympics,Olga Potashova,94581,Silver,2000,Summer,Female, Russian Federation,239
31713,2000 Summer Olympics,Yekaterina Gamova,94580,Silver,2000,Summer,Female, Russian Federation,239
31726,2000 Summer Olympics,Lyubov Bruletova,92406,Silver,2000,Summer,Female, Russian Federation,239
31731,2000 Summer Olympics,Tatyana Logunova,90854,Gold,2000,Summer,Female, Russian Federation,239
31733,2000 Summer Olympics,Yuliya Pakhalina,90623,Gold,2000,Summer,Female, Russian Federation,239
31747,2000 Summer Olympics,Olga Slyusareva,90486,Bronze,2000,Summer,Female, Russian Federation,239
31749,2000 Summer Olympics,Yuliya Barsukova,91560,Gold,2000,Summer,Female, Russian Federation,239
31750,2000 Summer Olympics,Alina Kabayeva,91563,Bronze,2000,Summer,Female, Russian Federation,239
31768,2000 Summer Olympics,Mariya Feklistova,93141,Bronze,2000,Summer,Female, Russian Federation,239
31769,2000 Summer Olympics,Irina Belova,91561,Gold,2000,Summer,Female, Russian Federation,239
31770,2000 Summer Olympics,Yelena Shalamova,91562,Gold,2000,Summer,Female, Russian Federation,239
31771,2000 Summer Olympics,Nataliya Lavrova,91564,Gold,2000,Summer,Female, Russian Federation,239
31772,2000 Summer Olympics,Mariya Netesova,91565,Gold,2000,Summer,Female, Russian Federation,239
31773,2000 Summer Olympics,Vera Shimanskaya,91566,Gold,2000,Summer,Female, Russian Federation,239
31774,2000 Summer Olympics,Irina Zilber,91567,Gold,2000,Summer,Female, Russian Federation,239
31776,2000 Summer Olympics,Yuliya Levina,92688,Bronze,2000,Summer,Female, Russian Federation,239
31783,2000 Summer Olympics,Tatyana Goldobina,93143,Silver,2000,Summer,Female, Russian Federation,239
31785,2000 Summer Olympics,Yelena Prokhorova,88483,Silver,2000,Summer,Female, Russian Federation,239
31786,2000 Summer Olympics,Nataliya Ivanova,94152,Silver,2000,Summer,Female, Russian Federation,239
31787,2000 Summer Olympics,Nataliya Ivanova,94152,Silver,2000,Summer,Female, Russian Federation,239
31788,2000 Summer Olympics,Nataliya Ivanova,94152,Silver,2000,Summer,Female, Russian Federation,239
31828,2000 Summer Olympics,Hanna Sorokina,90633,Bronze,2000,Summer,Female, Ukraine,148
31831,2000 Summer Olympics,Iryna Yanovych,90525,Bronze,2000,Summer,Female, Ukraine,148
31849,2000 Summer Olympics,Nataliya Burdeina,83200,Silver,2000,Summer,Female, Ukraine,148
31851,2000 Summer Olympics,Kateryna Serdiuk,83203,Silver,2000,Summer,Female, Ukraine,148
31852,2000 Summer Olympics,Kateryna Serdiuk,83203,Silver,2000,Summer,Female, Ukraine,148
31881,2000 Summer Olympics,Yana Klochkova,93833,Gold,2000,Summer,Female, Ukraine,148
31882,2000 Summer Olympics,Yana Klochkova,93833,Gold,2000,Summer,Female, Ukraine,148
31883,2000 Summer Olympics,Yana Klochkova,93833,Silver,2000,Summer,Female, Ukraine,148
31900,2000 Summer Olympics,Oksana Tsyhulova,91587,Silver,2000,Summer,Female, Ukraine,148
31913,2000 Summer Olympics,Ruslana Taran,61065,Bronze,2000,Summer,Female, Ukraine,148
31924,2000 Summer Olympics,Olena Zhupina,50653,Bronze,2000,Summer,Female, Ukraine,148
31934,2000 Summer Olympics,Olena Sadovnycha,2184,Silver,2000,Summer,Female, Ukraine,148
31939,2000 Summer Olympics,Olena Hovorova,77103,Bronze,2000,Summer,Female, Ukraine,148
31962,2000 Summer Olympics,Vala Flosadóttir,87072,Bronze,2000,Summer,Female, Iceland,12
31965,2000 Summer Olympics,Fiona May,71781,Silver,2000,Summer,Female, Great Britain  Italy,1
31968,2000 Summer Olympics,Galina Rytova,94693,Bronze,2000,Summer,Female, Kazakhstan  Russian Federation,4
31969,2000 Summer Olympics,Irina Tolkunova,94886,Bronze,2000,Summer,Female, Kazakhstan  Russian Federation,4
31976,2000 Summer Olympics,Tatiana Grigorieva,83258,Silver,2000,Summer,Female, Australia,352
31999,2000 Summer Olympics,Annie La Fleur,82819,Silver,2000,Summer,Female, Australia,352
32000,2000 Summer Olympics,Lauren Jackson,82818,Silver,2000,Summer,Female, Australia,352
32001,2000 Summer Olympics,Jo Hill,82817,Silver,2000,Summer,Female, Australia,352
32002,2000 Summer Olympics,Kristi Harrower,82816,Silver,2000,Summer,Female, Australia,352
32041,2000 Summer Olympics,Julie Towers,91778,Gold,2000,Summer,Female, Australia,352
32042,2000 Summer Olympics,Claire Mitchell-Taverner,91776,Gold,2000,Summer,Female, Australia,352
32043,2000 Summer Olympics,Rachel Imison,91775,Gold,2000,Summer,Female, Australia,352
32044,2000 Summer Olympics,Nikki Hudson,91774,Gold,2000,Summer,Female, Australia,352
32045,2000 Summer Olympics,Katie Allen,91773,Gold,2000,Summer,Female, Australia,352
32057,2000 Summer Olympics,Rachael Taylor,88877,Silver,2000,Summer,Female, Australia,352
32080,2000 Summer Olympics,Rebecca Gilmore,24266,Bronze,2000,Summer,Female, Australia,352
32108,2000 Summer Olympics,Susie O'Neill,45105,Silver,2000,Summer,Female, Australia,352
32109,2000 Summer Olympics,Susie O'Neill,45105,Silver,2000,Summer,Female, Australia,352
32113,2000 Summer Olympics,Susie O'Neill,45105,Gold,2000,Summer,Female, Australia,352
32116,2000 Summer Olympics,Kate Slatter,35336,Silver,2000,Summer,Female, Australia,352
32117,2000 Summer Olympics,Kate Starre,17493,Gold,2000,Summer,Female, Australia,352
32118,2000 Summer Olympics,Susie O'Neill,45105,Silver,2000,Summer,Female, Australia,352
32137,2000 Summer Olympics,Juliet Haslam,17471,Gold,2000,Summer,Female, Australia,352
32141,2000 Summer Olympics,Michele Timms,5514,Silver,2000,Summer,Female, Australia,352
32153,2000 Summer Olympics,Cathy Freeman,64511,Gold,2000,Summer,Female, Australia,352
32155,2000 Summer Olympics,Rechelle Hawkes,17472,Gold,2000,Summer,Female, Australia,352
32156,2000 Summer Olympics,Sandy Brondello,5161,Silver,2000,Summer,Female, Australia,352
32157,2000 Summer Olympics,Alison Peek,17485,Gold,2000,Summer,Female, Australia,352
32162,2000 Summer Olympics,Petria Thomas,45299,Silver,2000,Summer,Female, Australia,352
32164,2000 Summer Olympics,Sarah Ryan,45121,Silver,2000,Summer,Female, Australia,352
32167,2000 Summer Olympics,Petria Thomas,45299,Bronze,2000,Summer,Female, Australia,352
32169,2000 Summer Olympics,Natalie Ward,1454,Bronze,2000,Summer,Female, Australia,352
32170,2000 Summer Olympics,Melanie Roche,1427,Bronze,2000,Summer,Female, Australia,352
32171,2000 Summer Olympics,Tanya Harding,1381,Bronze,2000,Summer,Female, Australia,352
32172,2000 Summer Olympics,Peta Edebone,1371,Bronze,2000,Summer,Female, Australia,352
32173,2000 Summer Olympics,Kerry Dienelt,1368,Bronze,2000,Summer,Female, Australia,352
32174,2000 Summer Olympics,Jo Brown,1354,Bronze,2000,Summer,Female, Australia,352
32175,2000 Summer Olympics,Brooke Wilkins,1458,Bronze,2000,Summer,Female, Australia,352
32176,2000 Summer Olympics,Petria Thomas,45299,Silver,2000,Summer,Female, Australia,352
32195,2000 Summer Olympics,Annemarie Forder,41131,Bronze,2000,Summer,Female, Australia,352
32202,2000 Summer Olympics,Kerri-Ann Pottharst,51773,Gold,2000,Summer,Female, Australia,352
32203,2000 Summer Olympics,Natalie Cook,51770,Gold,2000,Summer,Female, Australia,352
32204,2000 Summer Olympics,Jenny Whittle,5543,Silver,2000,Summer,Female, Australia,352
32205,2000 Summer Olympics,Rachael Sporn,5492,Silver,2000,Summer,Female, Australia,352
32206,2000 Summer Olympics,Trish Fallon,5231,Silver,2000,Summer,Female, Australia,352
32207,2000 Summer Olympics,Carla Boyd,5158,Silver,2000,Summer,Female, Australia,352
32211,2000 Summer Olympics,Michelle Ferris,13107,Silver,2000,Summer,Female, Australia,352
32223,2000 Summer Olympics,Triny Powell,17489,Gold,2000,Summer,Female, Australia,352
32226,2000 Summer Olympics,Jenny Morris,17480,Gold,2000,Summer,Female, Australia,352
32227,2000 Summer Olympics,Clover Maitland,17478,Gold,2000,Summer,Female, Australia,352
32231,2000 Summer Olympics,Kirsten Thomson,93279,Silver,2000,Summer,Female, Australia,352
32233,2000 Summer Olympics,Elka Graham,93262,Silver,2000,Summer,Female, Australia,352
32236,2000 Summer Olympics,Jacinta Van Lint,93282,Silver,2000,Summer,Female, Australia,352
32239,2000 Summer Olympics,Giaan Rooney,93277,Silver,2000,Summer,Female, Australia,352
32241,2000 Summer Olympics,Giaan Rooney,93277,Silver,2000,Summer,Female, Australia,352
32247,2000 Summer Olympics,Dyana Calub,93257,Silver,2000,Summer,Female, Australia,352
32250,2000 Summer Olympics,Lauren Burns,94071,Gold,2000,Summer,Female, Australia,352
32257,2000 Summer Olympics,Tarnee White,93285,Silver,2000,Summer,Female, Australia,352
32259,2000 Summer Olympics,Leisel Jones,93269,Silver,2000,Summer,Female, Australia,352
32260,2000 Summer Olympics,Leisel Jones,93269,Silver,2000,Summer,Female, Australia,352
32262,2000 Summer Olympics,Sue Fairhurst,93199,Bronze,2000,Summer,Female, Australia,352
32263,2000 Summer Olympics,Simmone Morrow,93203,Bronze,2000,Summer,Female, Australia,352
32264,2000 Summer Olympics,Kelly Hardie,93202,Bronze,2000,Summer,Female, Australia,352
32265,2000 Summer Olympics,Natalie Titcume,93204,Bronze,2000,Summer,Female, Australia,352
32274,2000 Summer Olympics,Selina Follas,93200,Bronze,2000,Summer,Female, Australia,352
32275,2000 Summer Olympics,Sandy Allen-Lewis,93198,Bronze,2000,Summer,Female, Australia,352
32285,2000 Summer Olympics,Belinda Stowell,92766,Gold,2000,Summer,Female, Australia,352
32303,2000 Summer Olympics,Michellie Jones,94438,Silver,2000,Summer,Female, Australia,352
32308,2000 Summer Olympics,Naomi Castle,94871,Gold,2000,Summer,Female, Australia,352
32309,2000 Summer Olympics,Bridgette Gusterson,94873,Gold,2000,Summer,Female, Australia,352
32314,2000 Summer Olympics,Taryn Woods,94883,Gold,2000,Summer,Female, Australia,352
32315,2000 Summer Olympics,Danielle Woodhouse,94882,Gold,2000,Summer,Female, Australia,352
32316,2000 Summer Olympics,Liz Weekes,94881,Gold,2000,Summer,Female, Australia,352
32317,2000 Summer Olympics,Debbie Watson,94880,Gold,2000,Summer,Female, Australia,352
32318,2000 Summer Olympics,Melissa Mills,94879,Gold,2000,Summer,Female, Australia,352
32319,2000 Summer Olympics,Gail Miller,94878,Gold,2000,Summer,Female, Australia,352
32320,2000 Summer Olympics,Kate Hooper,94876,Gold,2000,Summer,Female, Australia,352
32321,2000 Summer Olympics,Yvette Higgins,94875,Gold,2000,Summer,Female, Australia,352
32322,2000 Summer Olympics,Simone Hankin,94874,Gold,2000,Summer,Female, Australia,352
32323,2000 Summer Olympics,Joanne Fox,94872,Gold,2000,Summer,Female, Australia,352
32327,2000 Summer Olympics,Aikaterini Thanou,70693,Silver,2000,Summer,Female, Greece,71
32336,2000 Summer Olympics,Anastasia Kelesidou,70685,Silver,2000,Summer,Female, Greece,71
32359,2000 Summer Olympics,Ioanna Khatziioannou,94731,Bronze,2000,Summer,Female, Greece,71
32379,2000 Summer Olympics,Eirini Aϊndili,91347,Bronze,2000,Summer,Female, Greece,71
32390,2000 Summer Olympics,Anna Polatou,91353,Bronze,2000,Summer,Female, Greece,71
32391,2000 Summer Olympics,Kharikleia Pantazi,91352,Bronze,2000,Summer,Female, Greece,71
32392,2000 Summer Olympics,Zara Karyami,91350,Bronze,2000,Summer,Female, Greece,71
32393,2000 Summer Olympics,Maria Georgatou,91349,Bronze,2000,Summer,Female, Greece,71
32394,2000 Summer Olympics,Eva Khristodoulou,91348,Bronze,2000,Summer,Female, Greece,71
32400,2000 Summer Olympics,Svetlana Dyomina,43945,Silver,2000,Summer,Female, Russian Federation  Soviet Union,3
32401,2000 Summer Olympics,Irina Privalova,75379,Gold,2000,Summer,Female, Russian Federation  Unified Team,16
32402,2000 Summer Olympics,Irina Privalova,75379,Bronze,2000,Summer,Female, Russian Federation  Unified Team,16
32410,2000 Summer Olympics,Vera Ilyina,50023,Gold,2000,Summer,Female, Russian Federation  Unified Team,16
32414,2000 Summer Olympics,Nataliya Morozova,52973,Silver,2000,Summer,Female, Russian Federation  Unified Team,16
32453,2000 Summer Olympics,Roxana Maracineanu,93441,Silver,2000,Summer,Female, France,164
32471,2000 Summer Olympics,Séverine Vandenhende,92302,Gold,2000,Summer,Female, France,164
32473,2000 Summer Olympics,Céline Lebrun,92299,Silver,2000,Summer,Female, France,164
32531,2000 Summer Olympics,Laura Flessel-Colovic,20624,Bronze,2000,Summer,Female, France,164
32560,2000 Summer Olympics,Brigitte Guibal,90176,Silver,2000,Summer,Female, France,164
32561,2000 Summer Olympics,Anne-Lise Bardet,90174,Bronze,2000,Summer,Female, France,164
32580,2000 Summer Olympics,Jeannie Longo-Ciprelli,13167,Bronze,2000,Summer,Female, France,164
32581,2000 Summer Olympics,Marion Clignet,13089,Silver,2000,Summer,Female, France,164
32583,2000 Summer Olympics,Félicia Ballanger,13061,Gold,2000,Summer,Female, France,164
32584,2000 Summer Olympics,Félicia Ballanger,13061,Gold,2000,Summer,Female, France,164
32585,2000 Summer Olympics,Virginie Dedieu,46709,Bronze,2000,Summer,Female, France,164
32587,2000 Summer Olympics,Myriam Lignot,46746,Bronze,2000,Summer,Female, France,164
32616,2000 Summer Olympics,Mirela Maniani-Tzelili,64275,Silver,2000,Summer,Female, Albania  Greece,1
32617,2000 Summer Olympics,Tatyana Lebedeva,88471,Silver,2000,Summer,Female, Unified Team,2
32618,2000 Summer Olympics,Irina Belova,91561,Gold,2000,Summer,Female, Unified Team,2
32631,2000 Summer Olympics,Karnam Malleswari,94934,Bronze,2000,Summer,Female, India,20
32643,2000 Summer Olympics,Nina Zhivanevskaya,50700,Bronze,2000,Summer,Female, Russian Federation  Spain  Unified Team,2
32667,2000 Summer Olympics,Maria Mutola,73626,Gold,2000,Summer,Female, Mozambique,3
32711,2000 Summer Olympics,Daina Gudzinevičiūtė,43256,Gold,2000,Summer,Female, Lithuania,27
32712,2000 Summer Olympics,Birutė Šakickienė,38738,Bronze,2000,Summer,Female, Lithuania,27
32717,2000 Summer Olympics,Diana Žiliūtė,13281,Bronze,2000,Summer,Female, Lithuania,27
32721,2000 Summer Olympics,Kristina Poplavskaja,38737,Bronze,2000,Summer,Female, Lithuania,27
32743,2000 Summer Olympics,Nezha Bidouane,73294,Bronze,2000,Summer,Female, Morocco,10
32764,2000 Summer Olympics,Jenny Thompson,51217,Gold,2000,Summer,Female, Canada,229
32766,2000 Summer Olympics,Jenny Thompson,51217,Gold,2000,Summer,Female, Canada,229
32767,2000 Summer Olympics,Jenny Thompson,51217,Gold,2000,Summer,Female, Canada,229
32768,2000 Summer Olympics,Jenny Thompson,51217,Bronze,2000,Summer,Female, Canada,229
32778,2000 Summer Olympics,Emma Robinson,36052,Bronze,2000,Summer,Female, Canada,229
32779,2000 Summer Olympics,Lesley Thompson-Willie,36061,Bronze,2000,Summer,Female, Canada,229
32798,2000 Summer Olympics,Emilie Heymans,90552,Silver,2000,Summer,Female, Canada,229
32813,2000 Summer Olympics,Heather Davis,88904,Bronze,2000,Summer,Female, Canada,229
32817,2000 Summer Olympics,Dorota Urbaniak,88912,Bronze,2000,Summer,Female, Canada,229
32853,2000 Summer Olympics,Dominique Bosshart,94082,Bronze,2000,Summer,Female, Canada,229
32858,2000 Summer Olympics,Karen Cockburn,91267,Bronze,2000,Summer,Female, Canada,229
32902,2000 Summer Olympics,Laryssa Biesenthal,36009,Bronze,2000,Summer,Female, Canada,229
32903,2000 Summer Olympics,Lyne Beaumont,94062,Bronze,2000,Summer,Female, Canada,229
32904,2000 Summer Olympics,Catherine Garceau,94065,Bronze,2000,Summer,Female, Canada,229
32905,2000 Summer Olympics,Erin Chan,94064,Bronze,2000,Summer,Female, Canada,229
