,edition,name,athlete_id,medal,year,season,sex,country,country_appearances
19842,1988 Summer Olympics,Yang Xilan,52152,Bronze,1988,Summer,Female, People's Republic of China,257
19843,1988 Summer Olympics,Hou Yuzhu,52131,Bronze,1988,Summer,Female, People's Republic of China,257
19844,1988 Summer Olympics,Su Huijuan,52143,Bronze,1988,Summer,Female, People's Republic of China,257
19927,1988 Summer Olympics,Huang Xiaomin,46080,Silver,1988,Summer,Female, People's Republic of China,257
19933,1988 Summer Olympics,Li Huifen,2285,Silver,1988,Summer,Female, People's Republic of China,257
19935,1988 Summer Olympics,Zhou Hong,52155,Bronze,1988,Summer,Female, People's Republic of China,257
19936,1988 Summer Olympics,Jiao Zhimin,2284,Bronze,1988,Summer,Female, People's Republic of China,257
19937,1988 Summer Olympics,Jiao Zhimin,2284,Silver,1988,Summer,Female, People's Republic of China,257
19938,1988 Summer Olympics,Li Guojun,52135,Bronze,1988,Summer,Female, People's Republic of China,257
19939,1988 Summer Olympics,Cui Yongmei,52128,Bronze,1988,Summer,Female, People's Republic of China,257
19940,1988 Summer Olympics,Wu Dan,52149,Bronze,1988,Summer,Female, People's Republic of China,257
19941,1988 Summer Olympics,Li Yueming,52138,Bronze,1988,Summer,Female, People's Republic of China,257
19942,1988 Summer Olympics,Wang Yajun,111118,Bronze,1988,Summer,Female, People's Republic of China,257
19943,1988 Summer Olympics,Chen Jing,778,Silver,1988,Summer,Female, Chinese Taipei  People's Republic of China,2
19944,1988 Summer Olympics,Chen Jing,778,Gold,1988,Summer,Female, Chinese Taipei  People's Republic of China,2
20039,1988 Summer Olympics,Monique Knol,13157,Gold,1988,Summer,Female, Netherlands,85
20040,1988 Summer Olympics,Anneloes Nieuwenhuizen,19690,Bronze,1988,Summer,Female, Netherlands,85
20041,1988 Summer Olympics,Martine Ohr,19691,Bronze,1988,Summer,Female, Netherlands,85
20042,1988 Summer Olympics,Sophie von Weiler,19705,Bronze,1988,Summer,Female, Netherlands,85
20050,1988 Summer Olympics,Conny van Bentum,49399,Silver,1988,Summer,Female, Netherlands,85
20058,1988 Summer Olympics,Marieke van Doorn,19701,Bronze,1988,Summer,Female, Netherlands,85
20059,1988 Summer Olympics,Carina Benninga,19669,Bronze,1988,Summer,Female, Netherlands,85
20060,1988 Summer Olympics,Laurien Willemse,19706,Bronze,1988,Summer,Female, Netherlands,85
20061,1988 Summer Olympics,Det de Beus,19674,Bronze,1988,Summer,Female, Netherlands,85
20067,1988 Summer Olympics,Annemiek Derckx,10343,Bronze,1988,Summer,Female, Netherlands,85
20070,1988 Summer Olympics,Aletta van Manen,19702,Bronze,1988,Summer,Female, Netherlands,85
20071,1988 Summer Olympics,Yvonne Buter,19673,Bronze,1988,Summer,Female, Netherlands,85
20072,1988 Summer Olympics,Willemien Aardenburg,19710,Bronze,1988,Summer,Female, Netherlands,85
20073,1988 Summer Olympics,Marjolein Bolhuis-Eijsvogel,19672,Bronze,1988,Summer,Female, Netherlands,85
20087,1988 Summer Olympics,Noor Holsboer,19682,Bronze,1988,Summer,Female, Netherlands,85
20088,1988 Summer Olympics,Ingrid Wolff,19707,Bronze,1988,Summer,Female, Netherlands,85
20089,1988 Summer Olympics,Annemieke Fokke,19679,Bronze,1988,Summer,Female, Netherlands,85
20090,1988 Summer Olympics,Lisanne Lejeune,19687,Bronze,1988,Summer,Female, Netherlands,85
20095,1988 Summer Olympics,Mildred Muis,49370,Silver,1988,Summer,Female, Netherlands,85
20098,1988 Summer Olympics,Marianne Muis,49369,Silver,1988,Summer,Female, Netherlands,85
20099,1988 Summer Olympics,Diane van der Plaats,49405,Silver,1988,Summer,Female, Netherlands,85
20103,1988 Summer Olympics,Karin Brienesse,49306,Silver,1988,Summer,Female, Netherlands,85
20127,1988 Summer Olympics,Maia Azarashvili,69920,Bronze,1988,Summer,Female, Georgia  Soviet Union,3
20128,1988 Summer Olympics,Maia Azarashvili,69920,Gold,1988,Summer,Female, Georgia  Soviet Union,3
20130,1988 Summer Olympics,Nino Salukvadze,42492,Silver,1988,Summer,Female, Georgia  Soviet Union  Unified Team,2
20131,1988 Summer Olympics,Nino Salukvadze,42492,Gold,1988,Summer,Female, Georgia  Soviet Union  Unified Team,2
20148,1988 Summer Olympics,Veronica Necula,39515,Silver,1988,Summer,Female, Romania,72
20149,1988 Summer Olympics,Herta Anitaș,39472,Bronze,1988,Summer,Female, Romania,72
20150,1988 Summer Olympics,Herta Anitaș,39472,Silver,1988,Summer,Female, Romania,72
20151,1988 Summer Olympics,Viorica Ilica,39502,Silver,1988,Summer,Female, Romania,72
20153,1988 Summer Olympics,Livia Țicanu,39535,Silver,1988,Summer,Female, Romania,72
20156,1988 Summer Olympics,Noëmi Lung,49940,Bronze,1988,Summer,Female, Romania,72
20157,1988 Summer Olympics,Noëmi Lung,49940,Silver,1988,Summer,Female, Romania,72
20158,1988 Summer Olympics,Veronica Necula,39515,Bronze,1988,Summer,Female, Romania,72
20162,1988 Summer Olympics,Eugenia Golea,29007,Silver,1988,Summer,Female, Romania,72
20169,1988 Summer Olympics,Camelia Voinea,29046,Silver,1988,Summer,Female, Romania,72
20176,1988 Summer Olympics,Celestina Popa,29029,Silver,1988,Summer,Female, Romania,72
20178,1988 Summer Olympics,Aurelia Dobre,29000,Silver,1988,Summer,Female, Romania,72
20180,1988 Summer Olympics,Paula Ivan,75120,Gold,1988,Summer,Female, Romania,72
20181,1988 Summer Olympics,Liliana Geneș,39497,Silver,1988,Summer,Female, Romania,72
20182,1988 Summer Olympics,Paula Ivan,75120,Silver,1988,Summer,Female, Romania,72
20186,1988 Summer Olympics,Ecaterina Oancia,39516,Bronze,1988,Summer,Female, Romania,72
20187,1988 Summer Olympics,Ecaterina Oancia,39516,Silver,1988,Summer,Female, Romania,72
20188,1988 Summer Olympics,Olga Homeghi-Bularda,39500,Silver,1988,Summer,Female, Romania,72
20189,1988 Summer Olympics,Olga Homeghi-Bularda,39500,Gold,1988,Summer,Female, Romania,72
20190,1988 Summer Olympics,Mărioara Trașcă,39538,Bronze,1988,Summer,Female, Romania,72
20191,1988 Summer Olympics,Mărioara Trașcă,39538,Silver,1988,Summer,Female, Romania,72
20192,1988 Summer Olympics,Mihaela Armășescu,39475,Bronze,1988,Summer,Female, Romania,72
20195,1988 Summer Olympics,Gabriela Potorac,29031,Silver,1988,Summer,Female, Romania,72
20197,1988 Summer Olympics,Gabriela Potorac,29031,Silver,1988,Summer,Female, Romania,72
20199,1988 Summer Olympics,Gabriela Potorac,29031,Bronze,1988,Summer,Female, Romania,72
20200,1988 Summer Olympics,Daniela Silivaș,29034,Gold,1988,Summer,Female, Romania,72
20204,1988 Summer Olympics,Daniela Silivaș,29034,Silver,1988,Summer,Female, Romania,72
20205,1988 Summer Olympics,Daniela Silivaș,29034,Silver,1988,Summer,Female, Romania,72
20206,1988 Summer Olympics,Daniela Silivaș,29034,Gold,1988,Summer,Female, Romania,72
20207,1988 Summer Olympics,Daniela Silivaș,29034,Bronze,1988,Summer,Female, Romania,72
20208,1988 Summer Olympics,Daniela Silivaș,29034,Gold,1988,Summer,Female, Romania,72
20209,1988 Summer Olympics,Mihaela Armășescu,39475,Silver,1988,Summer,Female, Romania,72
20227,1988 Summer Olympics,Maree Fish,17467,Gold,1988,Summer,Female, Australia,111
20228,1988 Summer Olympics,Rechelle Hawkes,17472,Gold,1988,Summer,Female, Australia,111
20229,1988 Summer Olympics,Tracey Belbin,17456,Gold,1988,Summer,Female, Australia,111
20230,1988 Summer Olympics,Jackie Pereira,17486,Gold,1988,Summer,Female, Australia,111
20231,1988 Summer Olympics,Sally Carbon,17461,Gold,1988,Summer,Female, Australia,111
20232,1988 Summer Olympics,Kim Small,17492,Gold,1988,Summer,Female, Australia,111
20233,1988 Summer Olympics,Lee Capes,17459,Gold,1988,Summer,Female, Australia,111
20234,1988 Summer Olympics,Elspeth Clement,17462,Gold,1988,Summer,Female, Australia,111
20235,1988 Summer Olympics,Kathleen Partridge,17482,Gold,1988,Summer,Female, Australia,111
20251,1988 Summer Olympics,Julie M. McDonald,45086,Bronze,1988,Summer,Female, Australia,111
20292,1988 Summer Olympics,Debbie Flintoff-King,64510,Gold,1988,Summer,Female, Australia,111
20303,1988 Summer Olympics,Liz Smylie,616,Bronze,1988,Summer,Female, Australia,111
20305,1988 Summer Olympics,Wendy Turnbull,619,Bronze,1988,Summer,Female, Australia,111
20310,1988 Summer Olympics,Sandra Pisani,17488,Gold,1988,Summer,Female, Australia,111
20311,1988 Summer Olympics,Lorraine Hillas,17474,Gold,1988,Summer,Female, Australia,111
20315,1988 Summer Olympics,Loretta Dorman,17465,Gold,1988,Summer,Female, Australia,111
20316,1988 Summer Olympics,Liane Tooth,17496,Gold,1988,Summer,Female, Australia,111
20352,1988 Summer Olympics,Christine Stückelberger,11469,Silver,1988,Summer,Female, Switzerland,37
20353,1988 Summer Olympics,Christine Stückelberger,11469,Bronze,1988,Summer,Female, Switzerland,37
20378,1988 Summer Olympics,Sviatlana Bahinskaya,28117,Gold,1988,Summer,Female, Belarus  Soviet Union  Unified Team,12
20379,1988 Summer Olympics,Sviatlana Bahinskaya,28117,Silver,1988,Summer,Female, Belarus  Soviet Union  Unified Team,12
20380,1988 Summer Olympics,Sviatlana Bahinskaya,28117,Gold,1988,Summer,Female, Belarus  Soviet Union  Unified Team,12
20381,1988 Summer Olympics,Sviatlana Bahinskaya,28117,Bronze,1988,Summer,Female, Belarus  Soviet Union  Unified Team,12
20383,1988 Summer Olympics,Iryna Shylava,41340,Gold,1988,Summer,Female, Belarus  Soviet Union  Unified Team,12
20385,1988 Summer Olympics,Tatsiana Ledauskaya,65410,Gold,1988,Summer,Female, Belarus  Soviet Union  Unified Team,12
20386,1988 Summer Olympics,Tatsiana Ledauskaya,65410,Silver,1988,Summer,Female, Belarus  Soviet Union  Unified Team,12
20396,1988 Summer Olympics,Kusuma Wardhani,1893,Silver,1988,Summer,Female, Indonesia,10
20398,1988 Summer Olympics,Lilies Handayani,1889,Silver,1988,Summer,Female, Indonesia,10
20516,1988 Summer Olympics,Steffi Graf,124,Gold,1988,Summer,Female, Austria,18
20517,1988 Summer Olympics,Steffi Graf,124,Bronze,1988,Summer,Female, Austria,18
20552,1988 Summer Olympics,Larisa Moskalenko,61015,Bronze,1988,Summer,Female, Soviet Union  Unified Team,44
20553,1988 Summer Olympics,Valentina Cherkasova,44495,Bronze,1988,Summer,Female, Soviet Union  Unified Team,44
20555,1988 Summer Olympics,Yelena Dendeberova,50682,Silver,1988,Summer,Female, Soviet Union  Unified Team,44
20558,1988 Summer Olympics,Yelena Volkova,53167,Gold,1988,Summer,Female, Soviet Union  Unified Team,44
20560,1988 Summer Olympics,Svetlana Korytova,53128,Gold,1988,Summer,Female, Soviet Union  Unified Team,44
20561,1988 Summer Olympics,Tatyana Sidorenko,53158,Gold,1988,Summer,Female, Soviet Union  Unified Team,44
20563,1988 Summer Olympics,Aleksandra Timoshenko,29215,Bronze,1988,Summer,Female, Soviet Union  Unified Team,44
20573,1988 Summer Olympics,Marina Bazanova,32838,Bronze,1988,Summer,Female, Soviet Union  Unified Team,44
20574,1988 Summer Olympics,Tatyana Gorb,32846,Bronze,1988,Summer,Female, Soviet Union  Unified Team,44
20575,1988 Summer Olympics,Elina Guseva,32848,Bronze,1988,Summer,Female, Soviet Union  Unified Team,44
20576,1988 Summer Olympics,Nataliya Morskova,32858,Bronze,1988,Summer,Female, Soviet Union  Unified Team,44
20577,1988 Summer Olympics,Nataliya Anisimova,32837,Bronze,1988,Summer,Female, Soviet Union  Unified Team,44
20579,1988 Summer Olympics,Olga Bryzgina,77169,Gold,1988,Summer,Female, Soviet Union  Unified Team,44
20580,1988 Summer Olympics,Olga Bryzgina,77169,Gold,1988,Summer,Female, Soviet Union  Unified Team,44
20581,1988 Summer Olympics,Lyudmila Dzhigalova,77185,Gold,1988,Summer,Female, Soviet Union  Unified Team,44
20582,1988 Summer Olympics,Olga Nazarova,77267,Bronze,1988,Summer,Female, Soviet Union  Unified Team,44
20583,1988 Summer Olympics,Olga Nazarova,77267,Gold,1988,Summer,Female, Soviet Union  Unified Team,44
20587,1988 Summer Olympics,Olga Bondarenko,77165,Gold,1988,Summer,Female, Soviet Union  Unified Team,44
20588,1988 Summer Olympics,Irina Gerlits,5239,Bronze,1988,Summer,Female, Soviet Union  Unified Team,44
20589,1988 Summer Olympics,Nataliya Lisovskaya,77250,Gold,1988,Summer,Female, Soviet Union  Unified Team,44
20592,1988 Summer Olympics,Irina Minkh,5381,Bronze,1988,Summer,Female, Soviet Union  Unified Team,44
20595,1988 Summer Olympics,Yelena Volkova,53167,Gold,1988,Summer,Female, Soviet Union,126
20597,1988 Summer Olympics,Olga Shkurnova,53160,Gold,1988,Summer,Female, Soviet Union,126
20598,1988 Summer Olympics,Olga Krivosheyeva,53132,Gold,1988,Summer,Female, Soviet Union,126
20600,1988 Summer Olympics,Svetlana Baitova,29176,Gold,1988,Summer,Female, Soviet Union,126
20606,1988 Summer Olympics,Yelena Shevchenko,29210,Gold,1988,Summer,Female, Soviet Union,126
20612,1988 Summer Olympics,Olga Strazheva,29213,Gold,1988,Summer,Female, Soviet Union,126
20621,1988 Summer Olympics,Yelena Shushunova,29211,Gold,1988,Summer,Female, Soviet Union,126
20622,1988 Summer Olympics,Yelena Shushunova,29211,Gold,1988,Summer,Female, Soviet Union,126
20625,1988 Summer Olympics,Yelena Shushunova,29211,Silver,1988,Summer,Female, Soviet Union,126
20627,1988 Summer Olympics,Natālija Laščonova,29196,Gold,1988,Summer,Female, Soviet Union,126
20629,1988 Summer Olympics,Yelena Shushunova,29211,Bronze,1988,Summer,Female, Soviet Union,126
20630,1988 Summer Olympics,Tamara Bykova,77173,Bronze,1988,Summer,Female, Soviet Union,126
20639,1988 Summer Olympics,Marina Kumysh,53134,Gold,1988,Summer,Female, Soviet Union,126
20640,1988 Summer Olympics,Irina Parkhomchuk,53147,Gold,1988,Summer,Female, Soviet Union,126
20641,1988 Summer Olympics,Tatyana Kraynova,53131,Gold,1988,Summer,Female, Soviet Union,126
20651,1988 Summer Olympics,Nataliya Mitryuk,32857,Bronze,1988,Summer,Female, Soviet Union,126
20652,1988 Summer Olympics,Svetlana Mankova,32856,Bronze,1988,Summer,Female, Soviet Union,126
20653,1988 Summer Olympics,Olga Semyonova,32866,Bronze,1988,Summer,Female, Soviet Union,126
20654,1988 Summer Olympics,Yevgeniya Tovstogan,32872,Bronze,1988,Summer,Female, Soviet Union,126
20655,1988 Summer Olympics,Yelena Nemashkalo,32859,Bronze,1988,Summer,Female, Soviet Union,126
20656,1988 Summer Olympics,Nataliya Lapitskaya,32851,Bronze,1988,Summer,Female, Soviet Union,126
20657,1988 Summer Olympics,Marina Lobach,29201,Gold,1988,Summer,Female, Soviet Union,126
20660,1988 Summer Olympics,Galina Savitskaya,5466,Bronze,1988,Summer,Female, Soviet Union,126
20661,1988 Summer Olympics,Vitalija Tuomaitė,5524,Bronze,1988,Summer,Female, Soviet Union,126
20662,1988 Summer Olympics,Aleksandra Leonova,5335,Bronze,1988,Summer,Female, Soviet Union,126
20665,1988 Summer Olympics,Marina Zhirova,77309,Bronze,1988,Summer,Female, Soviet Union,126
20667,1988 Summer Olympics,Laimutė Baikauskaitė,77154,Silver,1988,Summer,Female, Soviet Union,126
20671,1988 Summer Olympics,Mariya Pinigina,77244,Gold,1988,Summer,Female, Soviet Union,126
20673,1988 Summer Olympics,Aelita Goutnik,923774,Gold,1988,Summer,Female, Soviet Union,126
20679,1988 Summer Olympics,Olga Yevkova,5285,Bronze,1988,Summer,Female, Soviet Union,126
20680,1988 Summer Olympics,Olesya Barel,5135,Bronze,1988,Summer,Female, Soviet Union,126
20681,1988 Summer Olympics,Olga Buryakina,5168,Bronze,1988,Summer,Female, Soviet Union,126
20682,1988 Summer Olympics,Olga Yakovleva,5281,Bronze,1988,Summer,Female, Soviet Union,126
20684,1988 Summer Olympics,Irina Kalimbet,40143,Silver,1988,Summer,Female, Soviet Union,126
20713,1988 Summer Olympics,Irina Chunikhovskaya,61049,Bronze,1988,Summer,Female, Soviet Union,126
20714,1988 Summer Olympics,Zinaida Turchina,32873,Bronze,1988,Summer,Female, Soviet Union,126
20715,1988 Summer Olympics,Larisa Karlova,32849,Bronze,1988,Summer,Female, Soviet Union,126
20716,1988 Summer Olympics,Lyudmila Kondratyeva,77229,Bronze,1988,Summer,Female, Soviet Union,126
20728,1988 Summer Olympics,Inna Frolova,40108,Silver,1988,Summer,Female, Soviet Union  Ukraine  Unified Team,2
20737,1988 Summer Olympics,Mara Lakić,5324,Silver,1988,Summer,Female, Yugoslavia,31
20738,1988 Summer Olympics,Žana Lelas,5332,Silver,1988,Summer,Female, Yugoslavia,31
20739,1988 Summer Olympics,Eleonora Vild,5544,Silver,1988,Summer,Female, Yugoslavia,31
20740,1988 Summer Olympics,Kornelija Kvesić,5318,Silver,1988,Summer,Female, Yugoslavia,31
20741,1988 Summer Olympics,Danira Nakić,5396,Silver,1988,Summer,Female, Yugoslavia,31
20742,1988 Summer Olympics,Razija Mujanović,5389,Silver,1988,Summer,Female, Yugoslavia,31
20743,1988 Summer Olympics,Anđelija Arbutina,5124,Silver,1988,Summer,Female, Yugoslavia,31
20744,1988 Summer Olympics,Bojana Milošević,5380,Silver,1988,Summer,Female, Yugoslavia,31
20752,1988 Summer Olympics,Vesna Bajkuša,5133,Silver,1988,Summer,Female, Yugoslavia,31
20754,1988 Summer Olympics,Polona Dornik,5217,Silver,1988,Summer,Female, Yugoslavia,31
20755,1988 Summer Olympics,Slađana Golić,5244,Silver,1988,Summer,Female, Yugoslavia,31
20756,1988 Summer Olympics,Stojna Vangelovska,5529,Silver,1988,Summer,Female, Yugoslavia,31
20770,1988 Summer Olympics,Yvonne Murray,68738,Bronze,1988,Summer,Female, Great Britain,176
20776,1988 Summer Olympics,Liz McColgan,68715,Silver,1988,Summer,Female, Great Britain,176
20932,1988 Summer Olympics,Fatima Whitbread,68811,Silver,1988,Summer,Female, Great Britain,176
20952,1988 Summer Olympics,Izabela Dylewska-Światowiak,10449,Bronze,1988,Summer,Female, Poland,48
21241,1988 Summer Olympics,Jennifer Innis,70950,Silver,1988,Summer,Female, Guyana  United States,2
21242,1988 Summer Olympics,Jennifer Innis,70950,Gold,1988,Summer,Female, Guyana  United States,2
21255,1988 Summer Olympics,Irina Sumnikova,5504,Bronze,1988,Summer,Female, Russian Federation  Soviet Union  Unified Team,9
21257,1988 Summer Olympics,Galina Malchugina,75372,Bronze,1988,Summer,Female, Russian Federation  Soviet Union  Unified Team,9
21259,1988 Summer Olympics,Valentina Ogiyenko,52975,Gold,1988,Summer,Female, Russian Federation  Soviet Union  Unified Team,9
21260,1988 Summer Olympics,Nataliya Zasulskaya,5558,Bronze,1988,Summer,Female, Russian Federation  Soviet Union  Unified Team,9
21261,1988 Summer Olympics,Yelena Khudashova,5315,Bronze,1988,Summer,Female, Russian Federation  Soviet Union  Unified Team,9
21263,1988 Summer Olympics,Anna Malukhina,43950,Bronze,1988,Summer,Female, Russian Federation  Soviet Union  Unified Team,9
21283,1988 Summer Olympics,Rosa Mota,74902,Gold,1988,Summer,Female, Portugal,16
21304,1988 Summer Olympics,Sylvia Poll,46201,Silver,1988,Summer,Female, Costa Rica,20
21320,1988 Summer Olympics,Tinks Pottinger,11437,Bronze,1988,Summer,Female, New Zealand,24
21322,1988 Summer Olympics,Marges Knighton,11379,Bronze,1988,Summer,Female, New Zealand,24
21325,1988 Summer Olympics,Nikki Payne,39161,Bronze,1988,Summer,Female, New Zealand,24
21326,1988 Summer Olympics,Lynley Hannen,39159,Bronze,1988,Summer,Female, New Zealand,24
